shuffle_id,brazil,canada,china,ethiopia,france,germany,guatemala,iceland,india,indonesia,kazakhstan,mexico,mongolia,morocco,netherlands,new_zealand,oman,pakistan,panama,peru,philippines,rwanda,saudi_arabia,serbia,singapore,south_korea,switzerland,thailand,uae,uk,usa,vietnam
15,1596.5643829027638,1469.8073812231307,1555.634147087744,1492.0110469172625,1502.3079202361491,1473.947551083172,1525.5478131473124,1505.232518820051,1528.1634638075286,1493.100834761613,1428.8130925074129,1527.2387118964673,1394.0234289373043,1481.8362574868813,1575.037121405158,1505.9182663977692,1457.8975574230492,1580.3151828883147,1542.7377548254115,1578.3354792065775,1490.3973302328666,1422.6815825997821,1475.2391426038512,1512.0840010781717,1449.77245891328,1499.7411561449715,1466.6528693592143,1583.7885321965935,1457.923587017886,1546.6248906888568,1436.6057851629685,1444.018751040486
16,1611.2608143120326,1486.009735318749,1554.8675667540608,1503.7599257469783,1506.2349355332512,1474.8547121200525,1509.83472344204,1495.056264201121,1528.4874042290842,1487.333887237846,1439.9049330408268,1530.157695182529,1379.715860434675,1482.881288043837,1586.3420028267797,1498.626424171217,1447.1332625780062,1572.394741782115,1517.178208359301,1584.221900978079,1484.2963276299956,1430.4440597526864,1475.299476153568,1507.2173975920543,1478.6022248465938,1507.4527201405933,1437.725429489415,1582.4134959440955,1448.8476400031986,1546.1860211949754,1449.3881544899853,1455.870766470257
17,1603.5020199176945,1481.8325267895482,1564.693900192608,1492.3465189660085,1501.8044013442536,1480.2722183753058,1509.851192606581,1510.9966685959216,1531.8818103939814,1489.9129818825854,1428.6943870146267,1509.6296636059064,1403.609760473586,1462.6851332096599,1595.640015984486,1510.4453372151593,1443.5115498419136,1583.1919459533694,1540.2914118734418,1577.1203542064159,1492.7538642330676,1418.8640169180608,1476.4763977958191,1503.80005513905,1473.2843699887192,1503.6785408363667,1449.241555434698,1585.572730742708,1449.9355575755794,1528.8208010511298,1453.6221001537795,1442.0362116879687
18,1604.540925329918,1476.9436646276931,1563.9572772073952,1489.5892569358405,1512.3099274582771,1472.1883144403103,1504.8037579690274,1506.7050798179025,1524.411660713769,1489.97519004102,1433.270373600783,1532.1128133069808,1390.909091991045,1487.219473380455,1564.3742432041277,1495.8551951066754,1434.2627353487537,1568.2735412756365,1545.0758531893011,1593.1385635111576,1486.0209147222931,1430.8234598841757,1481.2157556175548,1509.385499780485,1455.6085266312411,1502.7684884941907,1456.8351490983862,1587.5859163197858,1455.8711003261449,1556.7847711299244,1446.3687423471026,1440.8147371926468
19,1605.2705984893382,1481.5291524043807,1559.1269482737832,1497.7242343049343,1500.7732622298145,1479.9777209303609,1516.5603331902137,1508.0130999365626,1530.3304125354978,1479.414460773244,1428.3975520113663,1512.4066572454826,1392.7991577564333,1477.6228803808856,1585.2482090321391,1507.0866451194677,1443.0299829705075,1579.2737591923942,1538.4413177533752,1590.8633195574357,1483.7556800622488,1434.6755254101906,1474.8713506455772,1510.4710752264868,1465.9483880169728,1502.3044152968928,1454.916259400488,1573.2760780682008,1441.229617944781,1542.092698989233,1450.8933536744205,1451.675853176891
20,1601.4666937778109,1486.026322097232,1559.2422295973865,1494.3910675406269,1513.336947231972,1457.573106751907,1505.9271578244854,1520.6047554598797,1520.3982416876704,1496.1696890543026,1440.2279913783827,1517.366599407591,1398.7014721471553,1492.666203857019,1572.5215605955323,1500.534687605097,1450.5668882697282,1559.0144441196408,1539.574867957485,1583.5899223421322,1485.4530639945674,1446.189347985092,1467.8448744489692,1512.9806541108487,1471.6180013824935,1501.6145648015827,1437.5689309231486,1575.6557189537732,1455.3520677441002,1546.6053367146758,1432.4698284423155,1456.746761795397
21,1613.5343947973768,1497.3307603366504,1557.8702987792494,1501.3702455358375,1496.0368051818477,1470.6944884287602,1521.519087683445,1507.3350500211839,1526.704566570785,1481.9583469646539,1430.1410807395362,1505.1979170917616,1407.0179391411843,1483.2183303275024,1577.6228812230806,1508.1021026397902,1437.723927422839,1568.9485198606249,1527.291400654607,1582.7802136913629,1495.312097374337,1421.109074424824,1480.3685664598981,1498.310591403594,1466.1045445243906,1498.6689223730739,1468.3220322918592,1576.3391375828935,1446.0037111934414,1534.6730458819188,1452.528644869419,1459.8612745282717
22,1599.3522222881372,1489.8864629816337,1552.955340514624,1496.0667236916845,1512.7921608708036,1469.7164360986733,1526.6050052434518,1497.2019265917052,1537.1352151620347,1482.790468427368,1446.6164841647458,1517.749613475972,1401.2846502728437,1477.6783117836574,1574.517368075906,1502.983194891905,1447.9203874320895,1553.5986080490168,1534.1736105079237,1585.9295491665953,1484.5832344587589,1426.2160872768986,1471.7536739316686,1516.9496576614274,1460.6710281896046,1505.817256398582,1449.8572907125395,1582.4784927388555,1444.489819794513,1528.5313369889986,1464.918625530464,1456.7797566269182
23,1611.9045968327362,1475.8670689668024,1560.916941059398,1491.3473790087596,1504.9664281692462,1452.5478481154564,1519.2673967750331,1511.7643617069164,1523.5646858087684,1489.440364637239,1427.3641650127502,1520.166046974295,1402.982594083599,1497.9411402580477,1578.17860119814,1492.3695265386807,1429.232123526038,1578.268493040878,1538.7663257890242,1586.914782170795,1482.8136488212328,1423.0444150866308,1470.332610812778,1509.3770469041706,1461.2331969461263,1503.329693943917,1480.6612986215223,1580.385347272958,1458.492282477448,1541.211538114808,1442.6687712403484,1452.6792800854557
24,1610.0711553204583,1478.3732245665087,1550.6308389991564,1500.0590467284403,1507.269114051986,1474.4405293531752,1526.0801397744601,1518.1957089969333,1531.1750496489585,1485.3028742351219,1430.0598887635092,1504.2385707825313,1404.1205800416403,1473.7272689244194,1584.5962673108413,1500.8177885913763,1448.640630736929,1575.361985230626,1531.934891237382,1583.5186683834488,1492.4973985888716,1427.1561396180853,1476.4530584071608,1504.9605108909414,1466.9819375174402,1502.9419197500433,1469.8231462398091,1566.9492866518901,1446.5486455069854,1536.3305583692056,1448.485773033863,1442.2574037478016
25,1602.8877228259262,1472.9212861056074,1552.4092781597594,1504.7488188436807,1498.4151810605736,1475.2376782480103,1510.1318220733287,1503.286916276358,1532.5471164596065,1491.9072706494949,1437.0913285583465,1515.4452515723253,1397.876186327622,1485.306944556446,1583.8003523404084,1494.104089320753,1442.4692573540394,1580.4383146576533,1542.6820633049479,1591.8342604327947,1488.0758982920852,1431.4542737725128,1458.9929807255946,1508.4508676912722,1464.8854909087236,1510.16462011767,1455.6520913287075,1582.153295788759,1461.7468203153849,1531.520550263512,1450.490973051305,1440.8709986167912
26,1604.1295837136581,1470.503760453856,1557.0360709700271,1499.604571681727,1500.6048070359216,1472.3963795221266,1512.7239422130606,1514.7170621749071,1530.6654954708922,1488.5191949846273,1433.2493873913043,1520.1038332308894,1389.2361743008405,1480.3623965121649,1588.5738861669304,1499.084335881596,1446.469575017779,1566.2908750812476,1541.2042664596152,1580.111902164785,1487.9095546432654,1424.8592263132784,1480.7935440132562,1498.0494943866343,1470.9002498079633,1501.6033351802712,1457.5153309414518,1584.1496913885053,1451.1504729986248,1546.9561543301638,1454.180124373443,1446.345321195186
27,1595.284826742076,1477.8298823340535,1562.1564807555521,1489.4533324246568,1505.6283477586408,1494.4994627751457,1516.119716643995,1515.574734668646,1524.426787486645,1469.826751291355,1435.376022696022,1519.0627155510545,1384.3651396377968,1474.4417500356583,1585.4066443469223,1507.81775048544,1435.7532624172143,1574.4540298829243,1529.3374166718859,1588.7761305577162,1489.455393761512,1436.3824153789496,1474.7880028940522,1517.2058490876238,1474.8794518550856,1491.0291544476347,1465.7027244776,1580.6424061376945,1453.512539640339,1531.903603737801,1446.0141143544188,1452.8931590638886
28,1601.5618028797119,1480.3292572251826,1570.4003611636674,1482.4271314622451,1499.4075078999294,1491.8349652750583,1501.535607563469,1509.8755186751346,1549.6019111316868,1481.7247121469588,1426.5526551081716,1528.5539029711008,1397.8291479526908,1497.6426806149163,1588.1581058204517,1504.6652791486044,1447.0106841786762,1559.3540402606302,1548.4893022347705,1584.8112421609314,1478.2306266473229,1431.003706541536,1475.1724290641357,1510.0957071355358,1458.187567603875,1509.7365735760754,1444.946461935797,1585.5695477888753,1440.5027002837608,1537.8758536477458,1442.0931783561587,1434.8198315451932
29,1609.6878103112708,1485.1228697426445,1552.2258439603245,1497.6735981547104,1500.0766685183069,1470.6964149798018,1518.7317531791525,1509.3380428021685,1541.791898960378,1486.1204111937773,1430.1530110490296,1522.1277125436131,1402.6906096070727,1479.8847739322475,1581.472395576864,1497.6942529333012,1449.8717722481124,1576.6684793113598,1528.9575219821372,1587.9031236909311,1487.9454597799656,1421.9967172961879,1474.3317543746118,1511.3827989040576,1472.3687369657018,1495.8914792324354,1439.4716975346414,1580.0952349494721,1456.7768314189755,1541.3155449931771,1443.6335416871755,1445.901238186394
30,1600.9016189234862,1492.9810622354605,1569.2428110933815,1488.1885388287499,1515.6536427333992,1472.031755557777,1518.0094437382181,1504.0230777623422,1527.7912412217518,1485.4765422940475,1438.1083045926348,1501.9683449274598,1397.7559501635126,1488.76013821083,1596.8971563488726,1492.9653593218213,1442.4301076773868,1582.7170016200548,1546.8000720729415,1569.8934110463808,1490.3194233099753,1417.3893470802814,1463.6876876748847,1508.0363285665226,1468.0954404516965,1503.5566579117428,1462.854985118082,1581.0074453364782,1449.1266976333986,1539.9125259015173,1437.6446902528278,1445.7731903920842
31,1598.7561001914203,1483.5247434310768,1557.7309712919214,1504.8227654018897,1499.637366865879,1470.7858358267006,1506.1617129634806,1509.0920302372792,1530.0377479088017,1487.212868605762,1435.4983334521835,1524.3874152154638,1396.4244122303062,1480.8300861750465,1575.109819167768,1489.5117639372809,1438.5687967078002,1573.9559344537433,1524.6353430394972,1588.984350736595,1497.5519718467035,1425.9272303398018,1472.3758042513182,1514.3532644330626,1475.208204870568,1511.6147203649302,1459.717017260684,1575.1356619842275,1453.1292096173033,1538.446947267113,1448.7054681854352,1452.1661017389574
32,1604.6819831879147,1480.5543851297,1556.1136404281308,1492.9781511126823,1502.5245013532017,1487.147866785271,1510.036505596256,1503.2051652195819,1525.3402332001272,1482.1159094885418,1444.850327480895,1511.5436217423533,1393.7052399790205,1482.20250661361,1573.8557080545343,1517.1832784196558,1455.5120831044285,1571.8405228349718,1541.7604674155348,1589.9613821986059,1490.8100125845447,1419.3172658781232,1471.6344235794384,1503.5751036472382,1468.1339129512219,1499.889115008093,1455.628938078752,1581.532904251096,1449.1095871493972,1543.1063858239224,1441.6271313362574,1448.5217403668985
33,1598.8344399146072,1489.79324993166,1567.9231491316662,1494.323847094126,1502.9980107057586,1469.3547208105297,1528.4870963846427,1518.9687761068842,1536.2068840838465,1484.8955123161652,1437.2913842125438,1510.5800963963236,1400.8301034214637,1479.389744593727,1572.5554625709683,1500.960049074847,1439.1951536892332,1565.5506758345446,1536.610468156506,1583.0207904325482,1493.352241517652,1428.0804406874483,1473.720469387433,1503.0854209519998,1447.0316778192023,1509.6965746585186,1450.5895361929956,1582.270674986631,1452.4709228578806,1539.4908269031205,1446.6860111136248,1455.7555880609018
34,1611.015243764661,1464.8571802262002,1565.9454361392977,1504.555621405623,1503.5288417137106,1475.0385757880426,1507.7533969290141,1499.9798794288236,1523.2659113614063,1482.098349541016,1425.8305724333443,1512.998611657843,1392.1606634179611,1489.0842682319471,1580.8918977282954,1511.1250627130614,1445.6378675428255,1569.6832347670017,1533.566604499316,1583.8777927368656,1475.8731726183275,1440.9155021429176,1475.1251860220586,1511.6177838952487,1471.291300820664,1511.9254565476747,1445.1850180258596,1573.6150859006482,1457.8813531981677,1539.9375516073835,1450.33238739002,1463.4051898047735
35,1599.0879172882628,1484.8144592348413,1569.5189462856547,1498.4019519151134,1503.7232502979596,1490.9586511048483,1504.9522448821824,1507.375296346578,1529.8872630556548,1494.2041074662495,1446.7185055053035,1516.1609380489092,1396.4292207370759,1491.2159123313513,1581.8675044672373,1490.6274174388948,1438.2104563629011,1574.3353627922904,1525.4668680109287,1601.3457154130206,1478.7602081904136,1425.0644717370008,1472.7039510982256,1513.8707262527942,1452.1230809578933,1495.8686618121192,1454.337885748338,1584.763743579228,1442.0842728487125,1546.5766568005354,1432.2777020326205,1456.2666499568618
36,1609.0660493744176,1474.3287225160823,1557.8105147916476,1495.6521137144643,1500.106915844057,1479.8304910549741,1507.3242979677739,1517.7861039242628,1529.924537815696,1489.469467476814,1426.0981419121822,1519.8371202324995,1385.9776634348946,1479.2829979212438,1580.92500449973,1501.1882459996636,1447.2599334546758,1577.1245034160506,1528.2357200276015,1589.2646659920938,1487.392798453979,1421.9621262215658,1486.338019617287,1512.3816417496862,1462.4263690912933,1491.4433606657783,1461.7683687006836,1578.7829746047398,1457.9998865372431,1538.0534981537423,1442.714788746653,1462.2429560865237
37,1596.3963786373818,1484.7515621847535,1564.5005209980136,1491.8799567518179,1503.0670790858026,1479.4179513447555,1503.1843939838425,1506.810318627947,1541.2927724028777,1488.8856938685853,1443.4975765708657,1522.9429775773003,1397.0950025597601,1474.0478627388545,1579.7392650160675,1497.5620665295457,1450.2150979225978,1577.5539298774363,1533.2878778934148,1581.4905197848518,1480.5752491607052,1422.3644515592566,1461.4845396824078,1523.9932609612415,1457.6784740574317,1490.9429213304752,1455.9572554198942,1574.9905380897426,1451.31926326411,1544.167436762645,1457.3311998717224,1461.5766054838957
38,1596.9746052653106,1472.5292113554308,1571.003327189476,1492.2247469234592,1498.9788380273253,1469.7992254822152,1519.0450037183066,1516.7957863421295,1528.713764160397,1487.908667304607,1436.8668061300561,1514.4311281197763,1395.1424790649069,1486.5929701318164,1579.449456536721,1501.1105506989072,1450.535609667073,1570.363832738966,1533.5591401381553,1576.953321098571,1486.3112121156057,1434.2879117251844,1476.7742098628216,1513.6048685332714,1458.8326933383594,1490.9953892555304,1450.8353769314313,1589.6540935940445,1452.4376779022662,1551.8025680867124,1436.1133940016632,1459.3721345595031
39,1616.3319714955046,1473.6104401752998,1559.6234854420886,1488.5304718326365,1510.6068031856903,1466.0296035019373,1512.7038365948415,1509.2475932325945,1544.5646050797634,1477.8577913245445,1436.743452479459,1508.980947164677,1398.7862838670117,1485.5487617609983,1575.1003321882865,1503.0339091459725,1449.3054423631174,1576.1756367399548,1544.4179451400832,1592.4543325866089,1490.4129540991971,1435.1251361200796,1468.161595153329,1514.7613682599429,1461.383619727035,1488.6608185706677,1457.671746399686,1577.778236824985,1447.291534032471,1533.22470376572,1440.7950382784518,1455.0796034673647
40,1613.0717614319697,1493.6566486591425,1569.0169881237518,1491.335293425407,1502.2052794323802,1468.2338919782776,1513.8397060660132,1521.5850981814663,1540.277805725262,1486.9740425197208,1443.7461409042435,1508.5439886858157,1409.9894119232029,1479.2817709690473,1567.8500182741932,1508.3906996367368,1444.9071747851262,1567.6038618348707,1539.0941257647416,1580.8105511933165,1494.3403326561418,1429.3945133533887,1462.9139960006378,1504.2685153240059,1460.0201883996317,1502.765722925562,1458.0821666195316,1570.1594129802747,1444.0696942885183,1537.658312912,1446.3904071895452,1439.5224778360766
41,1603.6644035773634,1479.812528947385,1559.5498130151432,1484.5019403446681,1503.0793838354468,1471.0823986444675,1513.287058817962,1508.3264096873042,1535.8069280021377,1479.2176183932477,1426.1621334807198,1526.8383398783578,1394.3525984709534,1474.2421305753664,1592.526244037988,1500.1728257061525,1444.789515459354,1571.3577103219552,1523.0910603315197,1583.6118556506697,1486.1966559990983,1428.38217284257,1483.5357037557533,1516.8435481519525,1460.012078837418,1502.1582843708911,1464.8655631063575,1586.6661940655063,1450.1119702198785,1549.0199143918867,1446.6014654164917,1450.133551664034
42,1599.373291734997,1485.6593123590242,1559.4478679831814,1500.5714028082834,1507.438573298172,1464.1887596574786,1512.024293025222,1499.944921361092,1520.099050159388,1494.171905066959,1443.2492710649135,1529.7183873851056,1401.8976501493848,1473.1864454979016,1567.9376288959156,1494.720255263362,1446.9384616633622,1580.386989462354,1528.2149390675374,1585.6062964792218,1483.2411212674367,1426.1451016773008,1476.1019173489233,1508.8977772609285,1480.162848535588,1501.8025940263162,1465.0842352897062,1570.7943434390693,1454.0423588386216,1543.2995693938185,1436.1297208120786,1459.5227097273557
43,1607.5437212732113,1474.8814079881183,1559.7531450438923,1499.2979856319967,1504.2821433138145,1485.954615333664,1526.1869777788072,1507.5793726641925,1520.3999945170774,1482.5662533825023,1434.4079335717324,1510.5054914262453,1395.3964970430238,1472.9496433301322,1582.860391592416,1499.0957685776148,1444.992376222741,1585.2344693168905,1536.4708224157375,1583.573286076172,1497.7804623958932,1428.5422136824416,1479.5562108213396,1511.9015752923613,1470.6926408026115,1491.488804566446,1452.5165200839435,1584.9699657734134,1449.8354046038664,1529.614143167157,1447.5835832098885,1441.5861791006557
44,1610.2584519347483,1478.8362081291261,1561.8282143685908,1487.550321860073,1506.0876844501474,1485.7551101578351,1520.1784750326526,1507.8311234748808,1523.661814404406,1492.9489615792454,1452.3099880506688,1513.1805233800833,1407.5829498738715,1474.9045504146495,1578.4379938368786,1500.8883005791686,1439.3186767879877,1576.011071069508,1537.3458990594445,1584.2511388857342,1489.2012145870556,1422.580075825171,1462.0605598816849,1510.7250962074825,1461.3531295344828,1497.3087234760967,1457.5155683064659,1576.0585005841963,1441.2706618541317,1545.4378877287586,1448.4417494339884,1448.8793752507854
45,1608.0521412953565,1485.8400502673524,1559.7860284069066,1498.9947537751468,1504.4530899579572,1472.7627603113801,1505.911187568055,1504.7111540756384,1532.4925998427873,1486.5604986588423,1434.0677615045627,1513.1392370580863,1400.8373889328677,1487.951806694114,1585.8718050970526,1498.587531968134,1452.1385448640071,1581.357782093407,1527.3261721163922,1586.9632028784774,1493.4252131949509,1415.3883314721108,1479.938643915709,1511.1433380993062,1469.0317235768614,1495.7531749721413,1450.3471307312325,1581.7769463199509,1454.5503778672078,1543.0837406285423,1436.3569142156316,1441.3989676398312
46,1601.7582796691058,1496.949790434456,1565.894508986472,1497.8284216262414,1506.9657800008686,1471.7600648745452,1520.436804151072,1510.258693183841,1533.5197364063072,1483.8417190146583,1426.8411449037733,1522.2998300561337,1397.2841595392022,1483.4113606581864,1567.5038044720611,1493.461790875418,1442.7228544073182,1561.477806390945,1528.9421189139819,1598.6531992787222,1490.881055338323,1435.7613548995737,1471.233941103967,1497.765411168446,1463.0340423386726,1489.9124225464275,1452.7392407090106,1584.512965685423,1443.6881816112514,1555.103607913993,1449.5772125258293,1453.978696315774
47,1595.2695197942935,1490.5322411034786,1566.9519595232025,1487.201662906758,1506.6379733075055,1474.7636774988227,1513.6473132290632,1505.9282224468582,1533.5178322945756,1484.7281048764614,1430.2644012218566,1517.0566596342437,1402.4156272882735,1483.9287763608995,1579.315895370577,1498.8588892794826,1448.9738792356704,1567.783825443499,1533.4223534517403,1585.0260754408162,1493.9723963412707,1438.806451094453,1477.1195849960259,1510.6791029221101,1465.2117881462793,1508.3147481996493,1455.2287704417386,1572.4608943084131,1452.0604420943362,1533.5236161892628,1439.637089143043,1446.7602264153404
48,1613.4312343796696,1479.5280476164985,1560.9749424047457,1492.3992645185472,1499.3291319702587,1477.1136293306563,1511.5826217308618,1513.2617402265423,1531.4844599323717,1491.5919371717387,1452.482259125131,1516.5897232642556,1387.774900268043,1479.117577390442,1589.4175602683251,1492.0332860007184,1440.6301126358649,1577.1281671246825,1550.6356646651118,1577.1125599104864,1496.0972527636281,1415.7077526926241,1481.5448931029086,1508.774593701194,1456.7162744511145,1492.219411853201,1458.3072008113106,1581.3147953225002,1448.3461041986452,1533.4726655865538,1444.9075905252018,1448.9726450561666
